
商品UID      SKU                  更新庫存      
8005       GM01029CS0123        10        
8006       GM01030CS0128        23        
8007       GM01029CS1123        17        
8008       GM01030CS1128        23        
8009       GM01030CS1028        21        
8010       GM01029CS1723        14        
8011       GM01030CS1728        18        
8012       GM01029CS0323        11        
8013       GM01030CS0328        21        
8014       GM01029CS1023        14        
8024       GM01056UW05XL        0         
8025       GM01058UW170L        0         
8026       GM01059UW010L        0         
8027       GM01059UW01XL        0         
8028       GM01075UW11XL        0         
8029       GM01105UW11XL        0         
8030       GM01077CS1119        0         
8031       GM03005CSRD28        0         
8032       GM03006CSRD36        0         
8033       GM03003CU11CL        0         
8034       GM11112UW0103        4         
8035       GM11113UW0204        6         
8037       GM11113UW0203        5         
8038       GM11112UW0104        6         
8039       GM01092OW010M        12        
8040       GM01123UW080M        145       
8041       GM01123UW080L        189       
8042       GM01123UW08XL        132       
8043       GM01123UW082X        13        
8044       GM01125UW180M        393       
8045       GM01125UW180L        165       
8046       GM01125UW18XL        40        
8047       GM01125UW182X        47        
8048       GM01124UW130M        287       
8049       GM01124UW130L        348       
8050       GM01124UW13XL        207       
8051       GM01124UW132X        14        
8052       GM01129UW170M        67        
8053       GM01129UW170L        0         
8054       GM01129UW17XL        46        
8055       GM01129UW172X        10        
8056       GM01128UW130M        0         
8057       GM01128UW130L        0         
8058       GM01128UW13XL        0         
8059       GM01128UW132X        0         
8060       GM01126UW010M        379       
8061       GM01126UW010L        413       
8062       GM01126UW01XL        292       
8063       GM01126UW012X        45        
8064       GM01127UW170M        236       
8065       GM01127UW170L        181       
8066       GM01127UW17XL        68        
8067       GM01127UW172X        82        
8068       GM01032UW020M        0         
8069       GM01132UW010M        150       
8070       GM01131UW130M        0         
8071       GM01131UW130L        0         
8072       GM01131UW13XL        0         
8073       GM01131UW132X        0         
8074       GM01132UW010L        248       
8075       GM01132UW01XL        157       
8076       GM01133UW190M        62        
8077       GM01133UW190L        218       
8078       GM01133UW19XL        95        
8079       GM01133UW192X        120       
8080       GM01134UW170M        115       
8081       GM01136UW170L        0         
8082       GM01136UW17XL        66        
8083       GM01136UW172X        0         
8084       GM01134UW170L        82        
8085       GM01134UW17XL        185       
8086       GM01134UW172X        20        
8087       GM01135UW190M        20        
8088       GM01136UW170M        12        
8089       GM01138UW010S        137       
8090       GM01138UW010M        60        
8091       GM01138UW010L        0         
8092       GM01138UW01XL        47        
8093       GM01138UW012X        44        
8094       GM01138UW013X        160       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        12        
8117       GM01002UW010M        0         
8118       GM01130UW19XL        73        
8119       GM01130UW190L        284       
8120       GM01130UW190M        126       
8121       GM01130UW190S        0         
8134       GM01053BP0102        0         
8136       GM01144UW110S        39        
8138       GM01144UW110M        152       
8140       GM01144UW110L        97        
8142       GM01144UW11XL        17        
8144       GM01145UW040S        63        
8146       GM01145UW040M        135       
8148       GM01145UW040L        86        
8150       GM01145UW04XL        23        
8152       GM01146UWW104        310       
8154       GM01146UWP204        75        
8155       GM01132UW012X        141       
8156       GM01135UW190L        46        
8157       GM01135UW19XL        7         
8158       GM01137UW130M        0         
8159       GM01137UW130L        0         
8160       GM01137UW13XL        0         
8161       GM01137UW132X        5         
8162       GM01135UW192X        22        
8166       GM01140UW080M        49        
8169       GM01140UW080L        51        
8170       GM01140UW08XL        47        
8171       GM01140UW082X        120       
8172       GM01025UW093X        25        
8173       GM01073BP1201        0         
8174       GM01010WL0025        0         
8175       GM01122UWRD0F        29        
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        4         
8196       GM01147BP1901        23        
8197       GM01130UW192X        14        
8198       GM01130UW193X        27        
8247       GM01031UW013X        16        
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        43        
8427       GM01139UW230L        18        
8428       GM01139UW23XL        28        
